name,url,lean,score
Eugene Robinson,/news-source/eugene-robinson,Left,-4.5
Evie Magazine,/news-source/evie-magazine-media-bias,Lean Right,2.0
Evansville Courier & Press,/news-source/evansville-courier-press-media-bias,Center,0.0
Face the Facts USA,/news-source/face-facts-usa,Center,0.0
Ezra Klein,/news-source/ezra-klein,Left,-4.5
FactCheck.org,/news-source/factcheckorg-media-bias,Center,0.0
Fact Check Review (RealClearPolitics),/news-source/fact-check-review-realclearpolitics-media-bias,Center,0.0
Fairmont Sentinel,/news-source/fairmont-sentinel-media-bias,Center,0.0
FAIR,/news-source/fair-media-bias,Lean Left,-2.0
Family Research Council,/news-source/family-research-council,Lean Right,2.0
Falls Church News - Press,/news-source/falls-church-news-press,Left,-4.0
Farhad Manjoo,/news-source/farhad-manjoo-media-bias,Lean Left,-2.0
Fareed Zakaria,/news-source/fareed-zakaria,Center,0.0
FEE.org,/news-source/feeorg-media-bias,Lean Right,2.0
Federation of American Scientists,/news-source/federation-american-scientists,Lean Left,-2.0
Financial Times,/news-source/financial-times-media-bias,Center,0.0
Fiona Harrigan,/news-source/fiona-harrigan-media-bias,Center,0.0
Fiscal Times,/news-source/fiscal-times,Lean Right,2.0
First Draft News,/news-source/first-draft-media-bias,Center,0.0
Florida Politics,/news-source/florida-politics-media-bias,Center,0.0
FiveThirtyEight,/news-source/fivethirtyeight-0,Center,-0.4
Food Democracy Now,/news-source/food-democracy-now,Lean Left,-2.0
Floyd County Chronicle & Times,/news-source/floyd-county-chronicle-times-media-bias,Center,0.0
Foreign Affairs,/news-source/foreign-affairs,Center,0.0
Forbes,/news-source/forbes,Center,-0.5
Fort Worth Star-Telegram,/news-source/fort-worth-star-telegram-media-bias,Center,0.0
Foreign Policy,/news-source/foreign-policy-media-bias,Center,0.0
Forward,/news-source/forward-media-bias,Center,0.0
Fortune,/news-source/fortune,Center,0.0
Fox Business,/news-source/fox-business-media-bias,Lean Right,2.0
Foundation Against Intolerance and Racism,/news-source/foundation-against-intolerance-and-racism-media-bias,Center,0.0
Fox News (Opinion),/news-source/fox-news-editorial-media-bias,Right,4.0
Fox News (Online News),/news-source/fox-news-media-bias,Right,3.7
Fox21,/news-source/fox21-media-bias,Center,0.0
Fox News Latino,/news-source/fox-news-latino,Right,4.0
Frank Bruni,/news-source/frank-bruni,Lean Left,-2.0
Fox9,/news-source/fox9-media-bias,Center,0.0
Franklin D. Kramer,/news-source/franklin-d-kramer-media-bias,Center,0.0
Frank Miniter,/news-source/frank-miniter,Right,4.5
Freakonomics,/news-source/freakonomics,Center,0.0
Franklin Favorite,/news-source/franklin-favorite-media-bias,Center,0.0
Free Beacon Fact Check,/news-source/free-beacon-fact-check-media-bias,Right,4.5
Frederick News-Post,/news-source/frederick-news-post-media-bias,Center,0.0
Freedom House,/news-source/freedom-house,Lean Right,2.0
Free Press,/news-source/free-press-media-bias,Left,-4.5
Froma Harrop,/news-source/froma-harrop,Lean Left,-2.0
Frida Ghitis,/news-source/frida-ghitis-media-bias,Lean Left,-2.0
Gabrielle Giffords,/news-source/gabrielle-giffords-media-bias,Lean Left,-2.0
FrontPage Magazine,/news-source/frontpage-magazine,Right,4.0
Gallatin News,/news-source/gallatin-news-media-bias,Center,0.0
Gainesville Sun,/news-source/gainesville-sun-media-bias,Center,0.0
Gary Markstein (cartoonist),/news-source/gary-markstein-cartoonist,Center,0.0
Gallup,/news-source/gallup,Center,0.0
Gay City News,/news-source/gay-city-news-media-bias,Lean Left,-2.0
Gary Varvel (cartoonist),/news-source/gary-varvel-cartoonist,Right,4.5
GayBuzzer,/news-source/gaybuzzer-media-bias,Center,0.0
Gay Times,/news-source/gay-times-media-bias,Lean Left,-2.0
GayStarNews,/news-source/gaystarnews-media-bias,Left,-4.0
GayNewsToday,/news-source/gaynewstoday-media-bias,Left,-4.0
George W. Bush,/news-source/george-w-bush-media-bias,Lean Right,2.0
Georgia Asian Times,/news-source/georgia-asian-times-media-bias,Center,0.0
George Will,/news-source/george-will,Right,4.5
Georgia Voice,/news-source/georgia-voice-media-bias,Left,-4.0
Georgia Recorder,/news-source/georgia-recorder-media-bias,Center,0.0
Gillette News Record,/news-source/gillette-news-record-media-bias,Center,0.0
Gina Baleria,/news-source/gina-baleria-media-bias,Lean Left,-2.0
GLAAD,/news-source/glaad-media-bias-0,Left,-4.5
Gizmodo,/news-source/gizmodo,Lean Left,-2.0
Glenn Beck,/news-source/glenn-beck,Right,4.5
Glenn Harlan Reynolds,/news-source/glenn-harlan-reynolds-media-bias,Lean Right,2.0
Glenn Greenwald,/news-source/glenn-greenwald-media-bias,Center,0.0
Glenn McCoy (cartoonist),/news-source/glenn-mccoy-cartoonist,Right,4.5
Glenn Loury,/news-source/glenn-loury-media-bias,Center,0.0
Global News,/news-source/global-news-media-bias,Lean Left,-2.0
Global Disinformation Index,/news-source/global-disinformation-index-media-bias,Left,-3.2
GoLocal Providence,/news-source/golocal-providence-media-bias,Center,0.0
Gloria Steinem,/news-source/gloria-steinem-media-bias,Left,-4.5
Good News Magazine,/news-source/good-news-magazine-media-bias,Lean Right,2.0
Good Faith Media,/news-source/good-faith-media-media-bias,Lean Left,-2.0
GOP.gov,/news-source/gopgov,Right,4.5
Google News,/news-source/google-news-media-bias,Lean Left,-2.0
Govt. Accountability Office,/news-source/government-accountability-office-media-bias,Center,0.0
Gothamist,/news-source/gothamist-media-bias,Center,0.0
Green Bay Press-Gazette,/news-source/green-bay-press-gazette-media-bias,Center,0.0
GQ.com,/news-source/gqcom-media-bias,Lean Left,-2.0
Greenwich Time,/news-source/greenwich-time-media-bias,Center,0.0
Greenfield Daily Reporter,/news-source/greenfield-daily-reporter-media-bias,Center,0.0
Grid,/news-source/grid-media-bias,Lean Left,-2.0
Greg Sargent,/news-source/greg-sargent-media-bias,Left,-4.5
Grover Norquist,/news-source/grover-norquist,Right,4.5
Grist,/news-source/grist,Lean Left,-2.0
Guest Writer - Left,/news-source/guest-writer-left,Lean Left,-2.0
Guest Writer - Center,/news-source/guest-writer-center-media-bias,Center,0.0
Guy Benson,/news-source/guy-benson-media-bias,Right,4.5
Guest Writer - Right,/news-source/guest-writer-right,Lean Right,2.0
Haaretz,/news-source/haaretz-media-bias,Center,0.0
H.R. McMaster,/news-source/hr-mcmaster-media-bias,Center,0.0
Harrison Daily Times,/news-source/harrison-daily-times-media-bias,Center,0.0
Hampton Roads Messanger,/news-source/hampton-roads-messanger,Center,0.0
Harvard Business School,/news-source/harvard-business-school,Lean Left,-2.0
Hartford Courant,/news-source/hartford-courant-media-bias,Center,0.0
Hastings Tribune,/news-source/hastings-tribune-media-bias,Center,0.0
Hasan Piker,/news-source/hasan-piker-media-bias,Left,-4.5
Hawaii News Now,/news-source/hawaii-news-now-media-bias,Center,0.0
Hattiesburg American,/news-source/hattiesburg-american-media-bias,Center,0.0
Hayes Brown,/news-source/hayes-brown-media-bias,Left,-4.5
Hawaii Tribune-Herald,/news-source/hawaii-tribune-herald-media-bias,Center,0.0
Heather Mac Donald,/news-source/heather-mcdonald,Right,4.5
Healthcare.gov,/news-source/healthcaregov,Lean Left,-2.0
Heavy.com,/news-source/heavycom-media-bias,Center,0.0
Heather Thompson Day,/news-source/heather-thompson-day-media-bias,Center,0.0
Helen Andrews,/news-source/helen-andrews-media-bias,Lean Right,2.0
Helaine Olen,/news-source/helaine-olen-media-bias,Lean Left,-2.0
Henry A. Brechter,/news-source/henry-brechter-media-bias,Center,0.0
Henry Payne (cartoonist),/news-source/henry-payne-cartoonist,Right,4.5
Herald Democrat,/news-source/herald-democrat-0,Left,-4.0
Henry Windsor,/news-source/henry-windsor-media-bias,Lean Left,-2.0
Herald-Tribune,/news-source/herald-tribune-media-bias,Lean Left,-2.0
Herald-Dispatch,/news-source/herald-dispatch,Lean Left,-2.0
High Point Enterprise,/news-source/high-point-enterprise,Center,0.0
Heterodox Academy,/news-source/heterodox-academy-media-bias,Center,0.0
Hindustan Times,/news-source/hindustan-times-media-bias,Center,0.0
High Times,/news-source/high-times-media-bias,Lean Left,-2.0
Hirsh Joshi,/news-source/hirsh-joshi-media-bias,Left,-4.5
Hip Latina,/news-source/hip-latina-media-bias,Left,-4.0
Homeland Security Today,/news-source/homeland-security-today-media-bias,Lean Left,-2.0
Hobbs News-Sun,/news-source/hobbs-news-sun-media-bias,Center,0.0
Honolulu Civil Beat,/news-source/honolulu-civil-beat,Center,0.0
Homer News,/news-source/homer-news-media-bias,Center,0.0
Hot Springs Sentinel-Record,/news-source/hot-springs-sentinel-record-media-bias,Center,0.0
Honolulu Star-Advertiser,/news-source/honolulu-star-advertiser-media-bias,Center,0.0
Houston Chronicle,/news-source/houston-chronicle-media-bias,Center,0.0
HotAir,/news-source/hotair,Lean Right,2.0
Hudson Crozier,/news-source/hudson-crozier-media-bias,Lean Right,2.0
Howard Kurtz,/news-source/howard-kurtz,Center,0.0
Human Events,/news-source/human-events-media-bias,Lean Right,2.0
HuffPost,/news-source/huffpost-media-bias,Left,-4.3
Human Rights Watch,/news-source/human-rights-watch-media-bias,Center,0.0
Human Rights Campaign,/news-source/human-rights-campaign-media-bias,Left,-4.5
Idaho Press,/news-source/idaho-press-media-bias,Center,0.0
Hyria Stuart,/news-source/hyria-stuart-media-bias,Lean Left,-2.0
Idaho Statesman,/news-source/idaho-statesman-media-bias,Center,0.0
Idaho State Journal,/news-source/idaho-state-journal-media-bias,Center,0.0
Inacow,/news-source/inacow,Right,4.0
In This Together,/news-source/together-media-bias,Center,0.0
Independent Institute,/news-source/independent-institute,Lean Right,2.0
IncentFit,/news-source/incentfit-media-bias,Center,0.0
Independent Record,/news-source/independent-record-media-bias,Center,0.0
Independent Journal Review,/news-source/independent-journal-review,Lean Right,1.8
Indianapolis Star,/news-source/indianapolis-star-media-bias,Center,0.0
Indiana Daily Student,/news-source/indiana-daily-student,Center,0.0
Indy Week,/news-source/indy-week,Lean Left,-2.0
Indy Online,/news-source/indy-online,Center,0.0
InfoWars,/news-source/infowars,Right,5.0
IndyStar,/news-source/indystar-media-bias,Center,0.0
Inside Higher Ed,/news-source/inside-higher-ed-media-bias,Lean Left,-2.0
Inland Valley Daily Bulletin,/news-source/inland-valley-daily-bulletin-media-bias,Center,0.0
Insider,/news-source/insider-media-bias,Lean Left,-2.6
Inside Philanthropy,/news-source/inside-philanthropy,Center,0.0
Intellectual Conservative,/news-source/intellectual-conservative,Lean Right,2.0
Institute for Cultural Evolution,/news-source/institute-cultural-evolution-media-bias,Center,0.0
Investopedia,/news-source/investopedia-media-bias,Center,0.0
International Business Times,/news-source/international-business-times,Center,0.0
Investor's Business Daily,/news-source/investors-business-daily,Lean Right,2.0
Iowa Capital Dispatch,/news-source/iowa-capital-dispatch-media-bias,Center,0.0
Isaac Schorr,/news-source/isaac-schorr-media-bias,Lean Right,2.0
Ipsos,/news-source/ipsos-media-bias,Center,0.0
Issue One,/news-source/issue-one-media-bias,Center,0.0
Isaiah Anthony,/news-source/isaiah-anthony-media-bias,Center,0.0
Jack Ohman (cartoonist),/news-source/jack-ohman-cartoonist,Left,-4.5
IVN,/news-source/ivn,Center,0.0
Jack Welch,/news-source/jack-welch,Lean Right,2.0
Jack Shafer,/news-source/jack-shafer-media-bias,Center,0.0
Jackson Lanzer,/news-source/jackson-lanzer-media-bias,Center,0.0
Jackson Hole News&Guide,/news-source/jackson-hole-newsguide-media-bias,Center,0.0
Jacobin,/news-source/jacobin-media-bias,Left,-4.0
Jacob Hess,/news-source/jacob-hess-media-bias,Right,4.5
James Bovard,/news-source/james-bovard-media-bias,Lean Right,2.0
Jamelle Bouie,/news-source/jamelle-bouie-media-bias,Left,-4.5
James Downie,/news-source/james-downie-media-bias,Left,-4.5
James Coan,/news-source/james-coan-media-bias,Center,0.0
James Mattis,/news-source/james-mattis-media-bias,Center,0.0
James Hohmann,/news-source/james-hohmann,Lean Right,2.0
James Poulos,/news-source/james-poulos,Right,4.5
James Pethokoukis,/news-source/james-pethokoukis,Lean Right,2.0
Jared McKiernan,/news-source/jared-mckiernan-media-bias,Center,0.0
Jamestown Press,/news-source/jamestown-press-media-bias,Center,0.0
Jed Shugerman,/news-source/jed-shugerman-media-bias,Lean Left,-2.0
Jason L Riley,/news-source/jason-l-riley-media-bias,Lean Right,2.0
Jeff Flake,/news-source/jeff-flake-media-bias,Lean Right,2.0
Jeff Danziger (cartoonist),/news-source/jeff-danziger-cartoonist,Left,-4.5
Jeff Spross,/news-source/jeff-spross-media-bias,Left,-4.5
Jeff Jacoby,/news-source/jeff-jacoby,Right,4.5
Jefferson City News Tribune,/news-source/jefferson-city-news-tribune-media-bias,Center,0.0
Jeff Stahler (cartoonist),/news-source/jeff-stahler-cartoonist,Left,-4.5
Jeffrey Blehar,/news-source/jeffrey-blehar-media-bias,Lean Right,2.0
Jefferson Public Radio,/news-source/jefferson-public-radio-media-bias,Center,0.0
Jennifer Auer,/news-source/jennifer-auer-media-bias,Center,0.0
Jen Sorensen (cartoonist),/news-source/jen-sorensen-cartoonist,Left,-4.5
Jeremy E Sherman,/news-source/jeremy-e-sherman-media-bias,Lean Left,-2.0
Jennifer Rubin,/news-source/jennifer-rubin,Lean Left,-2.0
Jeremy Stahl,/news-source/jeremy-stahl-media-bias,Left,-4.5
Jeremy Garson,/news-source/jeremy-garson-media-bias,Lean Left,-2.0
Jerry Bowyer,/news-source/jerry-bowyer,Right,4.5
Jerome Adams,/news-source/jerome-adams-media-bias,Center,0.0
Jesse Lee Peterson,/news-source/jesse-lee-peterson-media-bias,Right,4.5
Jerry Holbert (cartoonist),/news-source/jerry-holbert-cartoonist,Right,4.5
Jessica Hardin,/news-source/jessica-hardin-media-bias,Center,0.0
Jessica Carpenter,/news-source/jess-carpenter-media-bias,Center,0.0
Jezebel,/news-source/jezebel-media-bias,Left,-4.0
Jewish Insider,/news-source/jewish-insider-media-bias,Center,0.0
Jim Geraghty,/news-source/jim-geraghty-media-bias,Lean Right,2.0
Jill Lawrence,/news-source/jill-lawrence-media-bias,Lean Left,-2.0
Jim Morin (cartoonist),/news-source/jim-morin-cartoonist,Left,-4.5
Jim Obergefell,/news-source/jim-obergefell-media-bias,Lean Left,-2.0
Joan Blades,/news-source/joan-blades,Left,-4.5
Jim Rutenberg,/news-source/jim-rutenberg,Lean Left,-2.0
Joe Rogan,/news-source/joe-rogan-media-bias,Center,0.0
Joan Walsh,/news-source/joan-walsh-media-bias,Left,-4.5
Joel Osteen,/news-source/joel-osteen-media-bias,Center,0.0
Joe Scarborough,/news-source/joe-scarborough,Lean Right,2.0
JoeMyGod,/news-source/joemygod-media-bias,Left,-4.0
Joel Pett (cartoonist),/news-source/joel-pett-cartoonist,Left,-4.5
John Bolton,/news-source/john-bolton-media-bias,Lean Right,2.0
John Boehner,/news-source/john-boehner,Right,4.5
John Fund,/news-source/john-fund,Lean Right,2.0
John Deering (cartoonist),/news-source/john-deering-cartoonist,Center,0.0
John Gallagher,/news-source/john-gallagher-media-bias,Lean Left,-2.0
"John Gable, AllSides Co-founder",/news-source/john-gable,Lean Right,2.0
John Lewis,/news-source/john-lewis-media-bias,Lean Left,-2.0
John K. Herr,/news-source/john-k-herr,Lean Right,2.0
John Nichols,/news-source/john-nichols-media-bias,Left,-4.5
John Logan,/news-source/john-logan-media-bias,Lean Left,-2.0
John Pudner,/news-source/john-pudner,Right,4.5
John Podhoretz,/news-source/john-podhoretz-media-bias,Right,4.5
John Stossel,/news-source/john-stossel,Lean Right,2.0
John R. Wood Jr.,/news-source/john-r-wood-jr-media-bias,Center,0.0
Johnny Harris,/news-source/johnny-harris-media-bias,Lean Left,-2.0
Johnathon Held,/news-source/johnathon-held-media-bias,Lean Right,2.0
Jon Terbush,/news-source/jon-terbush,Lean Left,-2.0
Jon Lovett,/news-source/jon-lovett-media-bias,Left,-4.5
Jonathan Bernstein,/news-source/jonathan-bernstein-media-bias,Center,0.0
Jonah Goldberg,/news-source/jonah-goldberg-media-bias,Right,4.5
Jonathan Haidt,/news-source/jonathan-haidt-media-bias,Center,0.0
Jonathan Chait,/news-source/jonathan-chait,Left,-4.5
Jonathan Turley,/news-source/jonathan-turley-media-bias,Lean Right,2.0
Jonathan Miller,/news-source/jonathan-miller,Left,-4.5
Joseph Curl,/news-source/joseph-curl-media-bias,Right,4.5
Jordan Weissmann,/news-source/jordan-weissmann-media-bias,Left,-4.5
Journalist's Resource,/news-source/journalists-resource,Center,0.0
Joseph Ratliff,/news-source/joseph-ratliff-media-bias,Lean Left,-2.0
Jreg (Youtuber),/news-source/jreg-youtuber-media-bias,Center,0.0
Joyce Meyer,/news-source/joyce-meyer-media-bias,Center,0.0
JSTOR Daily,/news-source/jstor-daily-media-bias,Center,0.0
JRL Charts,/news-source/jrl-charts-media-bias,Left,-4.0
Jubilee Media,/news-source/jubilee-media-bias,Center,-1.2
Juan Williams,/news-source/juan-williams,Lean Left,-2.0
Judson Berger,/news-source/judson-berger-media-bias,Lean Right,2.0
Judicial Watch,/news-source/judicial-watch,Lean Right,2.0
Julian Zelizer,/news-source/julian-zelizer,Lean Left,-2.0
Judy Sheindlin,/news-source/judy-sheindlin-media-bias,Center,0.0
Just Facts,/news-source/just-facts-media-bias,Center,0.0
Julie Mastrine,/news-source/julie-mastrine-media-bias,Lean Right,2.0
Just Security,/news-source/just-security-media-bias,Center,0.0
Just The News,/news-source/just-news-media-bias,Center,0.0
KALW.org,/news-source/kalworg-media-bias,Center,0.0
Kaiser Family Foundation,/news-source/kaiser-family-foundation-media-bias,Center,0.0
Kansas Reflector,/news-source/kansas-reflector-media-bias,Left,-4.5
Kane County Chronicle,/news-source/kane-county-chronicle-media-bias,Center,0.0
Karen E. Young,/news-source/karen-e-young-media-bias,Center,0.0
KARE11,/news-source/kare11-media-bias,Center,0.0
Karl Rove,/news-source/karl-rove-media-bias,Lean Right,2.0
KARK 4 News,/news-source/kark-4-news-media-bias,Lean Left,-2.0
Katie Hill,/news-source/katie-hill-media-bias,Lean Left,-2.0
Kathleen Parker,/news-source/kathleen-parker,Lean Right,2.0
Katrina vanden Heuvel,/news-source/katrina-vanden-heuvel-media-bias,Left,-4.5
Katie Hyten,/news-source/katie-hyten-media-bias,Center,0.0
Kearney Hub,/news-source/kearney-hub-media-bias,Center,0.0
KATU,/news-source/katu-media-bias,Center,0.0
Kelly Murphy,/news-source/kelly-murphy-media-bias,Lean Left,-2.0
Keeping it Right,/news-source/keeping-it-right-media-bias,Right,4.0
Kennebec Journal,/news-source/kennebec-journal-media-bias,Center,0.0
Ken Catalino (cartoonist),/news-source/ken-catalino-cartoonist,Right,4.5
Kent County Daily Times,/news-source/kent-county-daily-times-media-bias,Center,0.0
Kenosha News,/news-source/kenosha-news-media-bias,Center,0.0
Kentucky Gazette,/news-source/kentucky-gazette-media-bias,Center,0.0
Kent Island Bay Times,/news-source/kent-island-bay-times-media-bias,Center,0.0
Kevin Kallaugher (cartoonist),/news-source/kevin-kallaugher-cartoonist,Lean Left,-2.0
Kevin D. Williamson,/news-source/kevin-d-williamson-media-bias,Lean Right,2.0
Kilgore News Herald,/news-source/kilgore-news-herald-media-bias,Center,0.0
Kevin McLaughlin,/news-source/kevin-mclaughlin-media-bias,Lean Right,2.0
Kingsport Times-News,/news-source/kingsport-times-news-media-bias,Center,0.0
Kimberley A. Strassel,/news-source/kimberley-strassel,Right,4.5
Knoxville News Sentinel,/news-source/knoxville-news-sentinel-media-bias,Center,0.0
Kirsten Powers,/news-source/kirsten-powers-media-bias,Lean Left,-2.0
KQED,/news-source/kqed,Center,0.0
KNSI Radio,/news-source/knsi-radio-media-bias,Center,0.0
Kristin Shiuey,/news-source/kristin-shiuey-media-bias,Center,0.0
Kristin Hansen,/news-source/kristin-hansen-media-bias,Lean Left,-2.0
KSL,/news-source/ksl,Right,4.0
Krystal Woodworth,/news-source/krystal-woodworth-media-bias,Center,0.0
KTOO,/news-source/ktoo-media-bias,Center,0.0
KSTP,/news-source/kstp-media-bias,Center,0.0
KVRR,/news-source/kvrr-media-bias,Center,0.0
KTTC News,/news-source/kttc-news-media-bias,Center,0.0
KWCH,/news-source/kwch-media-bias,Center,0.0
Kwame Raoul,/news-source/kwame-raoul-media-bias,Lean Left,-2.0
La Crosse Tribune,/news-source/la-crosse-tribune-media-bias,Center,0.0
Kyle Smith,/news-source/kyle-smith-media-bias,Lean Right,2.0
Lalo Alcaraz (cartoonist),/news-source/lalo-alcaraz-cartoonist,Left,-4.5
LA Sentinel,/news-source/la-sentinel-media-bias,Left,-4.0
Laramie Boomerang,/news-source/laramie-boomerang-media-bias,Center,0.0
Lanhee Chen,/news-source/lanhee-chen,Right,4.5
Laredo Morning Times,/news-source/laredo-morning-times-media-bias,Lean Left,-2.0
Las Cruces Sun-News,/news-source/las-cruces-sun-news-media-bias,Center,0.0
Las Vegas Sun,/news-source/las-vegas-sun,Lean Left,-2.0
Las Vegas Review-Journal,/news-source/las-vegas-review-journal-media-bias,Center,0.0
Laura Rose Junco,/news-source/laura-rose-junco-media-bias,Center,0.0
Latino Rebels,/news-source/latino-rebels-media-bias,Left,-4.0
Laurie Roberts,/news-source/laurie-roberts-media-bias,Lean Left,-2.0
Lauren Duca,/news-source/lauren-duca,Left,-4.5
Lawfare,/news-source/lawfare-media-bias,Center,0.0
Law & Crime,/news-source/law-crime-media-bias,Center,0.0
Lead Stories,/news-source/lead-stories-media-bias,Lean Left,-2.0
Lawton Constitution,/news-source/lawton-constitution-media-bias,Center,0.0
Leadership Now Project,/news-source/leadership-now-project-media-bias,Center,0.0
Leader-Telegram,/news-source/leader-telegram-media-bias,Center,0.0
Leana Wen,/news-source/leana-wen-media-bias,Lean Left,-2.0
Leafly,/news-source/leafly-media-bias,Left,-4.0
Left Guest Commentaries,/news-source/left-guest-commentaries,Left,-4.5
Leesburg Today,/news-source/leesburg-today,Lean Right,2.0
Leonard Pitts Jr,/news-source/leonard-pitts-jr,Left,-4.5
Leo Necheles,/news-source/leo-necheles-media-bias,Center,0.0
Lexington Herald-Leader,/news-source/lexington-herald-leader,Center,0.0
Lewiston Tribune,/news-source/lewiston-tribune-media-bias,Center,0.0
Life After Hate,/news-source/life-after-hate-media-bias,Lean Left,-2.0
LGBTQ Nation,/news-source/lgbtq-nation-media-bias,Left,-4.0
Lisa Benson (cartoonist),/news-source/lisa-benson-cartoonist,Right,4.5
Lifehacker,/news-source/lifehacker,Center,0.0
Live Action News,/news-source/live-action-news,Lean Right,2.0
Lisa Gable,/news-source/lisa-gable-media-bias,Right,4.5
Living Lutheran,/news-source/living-lutheran-media-bias,Center,0.0
Live Science,/news-source/live-science-media-bias,Center,0.0
Logan Banner,/news-source/logan-banner-media-bias,Center,0.0
Log Cabin,/news-source/log-cabin-media-bias,Right,4.0
Longmont Times-Call,/news-source/longmont-times-call,Lean Left,-2.0
Long Beach Press-Telegram,/news-source/long-beach-press-telegram-media-bias,Center,0.0
Los Angeles Times,/news-source/los-angeles-times-bias,Lean Left,-2.0
Los Angeles Daily News,/news-source/los-angeles-daily-news-media-bias,Center,0.0
Lucas Grindley,/news-source/lucas-grindley-media-bias,Lean Left,-2.0
Lovell Chronicle,/news-source/lovell-chronicle-media-bias,Center,0.0
Luke Winkie,/news-source/luke-winkie-media-bias,Left,-4.5
Lucy Pinto,/news-source/lucy-pinto-media-bias,Lean Left,-2.0
Maine Beacon,/news-source/maine-beacon-media-bias,Lean Left,-2.0
Madeleine Albright,/news-source/madeleine-albright-media-bias,Lean Left,-2.0
Manhattan Institute,/news-source/manhattan-institute,Lean Right,2.0
Malala Yousafzai,/news-source/malala-yousafzai-media-bias,Center,0.0
Marc A. Thiessen,/news-source/marc-thiessen,Right,4.5
Mankato Free Press,/news-source/mankato-free-press-media-bias,Lean Left,-2.0
Marc Lamont Hill,/news-source/marc-lamont-hill-media-bias,Left,-4.5
Marc Joffe,/news-source/marc-joffe-media-bias,Lean Right,2.0
Marcia Beckford,/news-source/marcia-beckford-media-bias,Lean Left,-2.0
Marc Schulman,/news-source/marc-schulman-media-bias,Center,0.0
Mariannette Miller-Meeks,/news-source/mariannette-miller-meeks-media-bias,Lean Right,2.0
Marijuana Moment,/news-source/marijuana-moment-media-bias,Lean Left,-2.0
Mark Begich,/news-source/mark-begich,Left,-4.5
Mario Nicolais,/news-source/mario-nicolais-media-bias,Lean Right,2.0
Mark Hertsgaard,/news-source/mark-hertsgaard-media-bias,Lean Left,-2.0
Mark Gerzon,/news-source/mark-gerzon,Center,0.0
Mark Morford,/news-source/morford-mark,Left,-4.5
Mark Mix,/news-source/mark-mix,Right,4.5
Mark Whitaker,/news-source/mark-whitaker-media-bias,Lean Left,-2.0
Mark Weaver,/news-source/mark-weaver-media-bias,Lean Right,2.0
Marshall Ramsey (cartoonist),/news-source/marshall-ramsey-cartoonist,Center,0.0
MarketWatch,/news-source/marketwatch-media-bias,Center,-0.3
Mary O'Grady,/news-source/mary-ogrady,Right,4.5
Martin Luther King III,/news-source/martin-luther-king-iii-media-bias,Lean Left,-2.0
Masih Alinejad,/news-source/masih-alinejad-media-bias,Center,0.0
Mashable,/news-source/mashable,Left,-4.0
Matt Bors (cartoonist),/news-source/matt-bors-cartoonist,Left,-4.5
MassLive.com,/news-source/masslivecom-media-bias,Lean Left,-2.0
Matt Davies (cartoonist),/news-source/matt-davies-cartoonist,Left,-4.5
Matt Byrne,/news-source/matt-byrne-media-bias,Center,0.0
Matt Lewis,/news-source/matt-lewis-media-bias,Center,0.0
Matt Drudge,/news-source/matt-drudge,Right,4.5
Matt Towery,/news-source/matt-towery,Lean Right,2.0
Matt Taibbi,/news-source/matt-taibbi-media-bias,Center,0.0
Matt Wuerker (cartoonist),/news-source/matt-wuerker-cartoonist,Left,-4.5
Matt Welch,/news-source/matt-welch,Lean Right,2.0
Matthew Walther,/news-source/matthew-walther-media-bias,Lean Right,2.0
Matthew McConaughey,/news-source/matthew-mcconaughey-media-bias,Center,0.0
Maureen Callahan,/news-source/maureen-callahan-media-bias,Lean Right,2.0
Matthew Yglesias,/news-source/matthew-yglesias-media-bias,Lean Left,-2.0
Max Boot,/news-source/max-boot-media-bias,Left,-4.5
Maureen Dowd,/news-source/maureen-dowd,Center,0.0
McClatchyDC,/news-source/mcclatchydc-media-bias,Center,0.0
Max Karlin,/news-source/max-karlin-media-bias,Lean Right,2.0
Meade County Messenger,/news-source/meade-county-messenger-media-bias,Center,0.0
McKenzie County Farmer,/news-source/mckenzie-county-farmer-media-bias,Center,0.0
Media Matters,/news-source/media-matters-bias,Left,-4.5
Meaws,/news-source/meaws-media-bias,Lean Left,-2.0
Media Village,/news-source/media-village-media-bias,Center,0.0
Media Research Center,/news-source/media-research-center,Right,4.3
Mercatus Center,/news-source/mercatus-center-media-bias,Lean Right,2.0
Mediaite,/news-source/mediaite-bias,Lean Left,-2.0
Merrick Garland,/news-source/merrick-garland-media-bias,Lean Left,-2.0
Meridian Magazine,/news-source/meridian-magazine-media-bias,Lean Right,2.0
Mexico Daily Post,/news-source/mexico-daily-post-media-bias,Center,0.0
Metro Weekly,/news-source/metro-weekly-media-bias,Left,-2.0
Miami Herald,/news-source/miami-herald,Lean Left,-2.0
Mexico News Daily,/news-source/mexico-news-daily-media-bias,Center,0.0
Michael A. Cohen,/news-source/michael-cohen-media-bias,Lean Left,-2.0
Micaela Ricaforte,/news-source/micaela-ricaforte-media-bias,Center,0.0
Michael Arceneaux,/news-source/michael-arceneaux-media-bias,Left,-4.5
Michael Barone,/news-source/michael-barone,Lean Right,2.0
Michael Gerson,/news-source/michael-gerson,Lean Right,2.0
Michael Brendan Dougherty,/news-source/michael-brendan-dougherty,Lean Right,2.0
Michael Graham,/news-source/michael-graham-media-bias,Right,4.5
Michael Goodwin,/news-source/michael-goodwin,Right,4.5
Michael Medved,/news-source/michael-medved,Right,4.5
