name,url,lean,score
Gay Times,/news-source/gay-times-media-bias,Lean Left,-2.0
GayStarNews,/news-source/gaystarnews-media-bias,Left,-4.0
GayNewsToday,/news-source/gaynewstoday-media-bias,Left,-4.0
George W. Bush,/news-source/george-w-bush-media-bias,Lean Right,
Gell,/news-source/gell-media-bias,Mixed,
Georgia Asian Times,/news-source/georgia-asian-times-media-bias,Center,
George Will,/news-source/george-will,Right,
Georgia Voice,/news-source/georgia-voice-media-bias,Left,-4.0
Georgia Recorder,/news-source/georgia-recorder-media-bias,Center,
Georgia Voice,/news-source/georgia-voice-media-bias,Left,-4.0
Gillette News Record,/news-source/gillette-news-record-media-bias,Center,
Gina Baleria,/news-source/gina-baleria-media-bias,Lean Left,
Gillette News Record,/news-source/gillette-news-record-media-bias,Center,
GLAAD,/news-source/glaad-media-bias-0,Left,
Gizmodo,/news-source/gizmodo,Lean Left,-2.0
Glenn Beck,/news-source/glenn-beck,Right,
GLAAD,/news-source/glaad-media-bias,Lean Left,-2.0
Glenn Harlan Reynolds,/news-source/glenn-harlan-reynolds-media-bias,Lean Right,
Glenn Greenwald,/news-source/glenn-greenwald-media-bias,Center,
Glenn McCoy (cartoonist),/news-source/glenn-mccoy-cartoonist,Right,
Glenn Loury,/news-source/glenn-loury-media-bias,Center,
Global News,/news-source/global-news-media-bias,Lean Left,
Global Disinformation Index,/news-source/global-disinformation-index-media-bias,Left,-3.2
GoLocal Providence,/news-source/golocal-providence-media-bias,Center,
Gloria Steinem,/news-source/gloria-steinem-media-bias,Left,
Good News Magazine,/news-source/good-news-magazine-media-bias,Lean Right,2.0
Good Faith Media,/news-source/good-faith-media-media-bias,Lean Left,-2.0
GOP.gov,/news-source/gopgov,Right,
Google News,/news-source/google-news-media-bias,Lean Left,-2.0
Govt. Accountability Office,/news-source/government-accountability-office-media-bias,Center,
Gothamist,/news-source/gothamist-media-bias,Center,
Green Bay Press-Gazette,/news-source/green-bay-press-gazette-media-bias,Center,
GQ.com,/news-source/gqcom-media-bias,Lean Left,-2.0
Greenwich Time,/news-source/greenwich-time-media-bias,Center,
Greenfield Daily Reporter,/news-source/greenfield-daily-reporter-media-bias,Center,
Grid,/news-source/grid-media-bias,Lean Left,
Greg Sargent,/news-source/greg-sargent-media-bias,Left,
Grover Norquist,/news-source/grover-norquist,Right,
Grist,/news-source/grist,Lean Left,-2.0
Guest Writer - Left,/news-source/guest-writer-left,Lean Left,
Guest Writer - Center,/news-source/guest-writer-center-media-bias,Center,
Guy Benson,/news-source/guy-benson-media-bias,Right,
Guest Writer - Right,/news-source/guest-writer-right,Lean Right,
Haaretz,/news-source/haaretz-media-bias,Center,
H.R. McMaster,/news-source/hr-mcmaster-media-bias,Center,
Harrison Daily Times,/news-source/harrison-daily-times-media-bias,Center,
Hampton Roads Messanger,/news-source/hampton-roads-messanger,Center,
Harvard Business School,/news-source/harvard-business-school,Lean Left,-2.0
Hartford Courant,/news-source/hartford-courant-media-bias,Center,
Hastings Tribune,/news-source/hastings-tribune-media-bias,Center,
Hasan Piker,/news-source/hasan-piker-media-bias,Left,
Hawaii News Now,/news-source/hawaii-news-now-media-bias,Center,
Hattiesburg American,/news-source/hattiesburg-american-media-bias,Center,
Hayes Brown,/news-source/hayes-brown-media-bias,Left,
Hawaii Tribune-Herald,/news-source/hawaii-tribune-herald-media-bias,Center,
Heather Mac Donald,/news-source/heather-mcdonald,Right,
Healthcare.gov,/news-source/healthcaregov,Lean Left,
Heavy.com,/news-source/heavycom-media-bias,Center,
Heather Thompson Day,/news-source/heather-thompson-day-media-bias,Center,
Helen Andrews,/news-source/helen-andrews-media-bias,Lean Right,
Helaine Olen,/news-source/helaine-olen-media-bias,Lean Left,
Helen Andrews,/news-source/helen-andrews-media-bias,Lean Right,
Henry A. Brechter,/news-source/henry-brechter-media-bias,Center,
Henry Payne (cartoonist),/news-source/henry-payne-cartoonist,Right,
Henry A. Brechter,/news-source/henry-brechter-media-bias,Center,
Herald Democrat,/news-source/herald-democrat-0,Left,-4.0
Henry Windsor,/news-source/henry-windsor-media-bias,Lean Left,
Herald-Tribune,/news-source/herald-tribune-media-bias,Lean Left,-2.0
Herald-Dispatch,/news-source/herald-dispatch,Lean Left,-2.0
High Point Enterprise,/news-source/high-point-enterprise,Center,
Heterodox Academy,/news-source/heterodox-academy-media-bias,Center,
Hindustan Times,/news-source/hindustan-times-media-bias,Center,
High Times,/news-source/high-times-media-bias,Lean Left,-2.0
Hirsh Joshi,/news-source/hirsh-joshi-media-bias,Left,
Hip Latina,/news-source/hip-latina-media-bias,Left,-4.0
Homeland Security Today,/news-source/homeland-security-today-media-bias,Lean Left,-2.0
Hobbs News-Sun,/news-source/hobbs-news-sun-media-bias,Center,
Honolulu Civil Beat,/news-source/honolulu-civil-beat,Center,
Homer News,/news-source/homer-news-media-bias,Center,
Hot Springs Sentinel-Record,/news-source/hot-springs-sentinel-record-media-bias,Center,
Honolulu Star-Advertiser,/news-source/honolulu-star-advertiser-media-bias,Center,
Houston Chronicle,/news-source/houston-chronicle-media-bias,Center,
HotAir,/news-source/hotair,Lean Right,2.0
Hudson Crozier,/news-source/hudson-crozier-media-bias,Lean Right,
Howard Kurtz,/news-source/howard-kurtz,Center,
Human Events,/news-source/human-events-media-bias,Lean Right,2.0
HuffPost,/news-source/huffpost-media-bias,Left,-4.3
Human Rights Watch,/news-source/human-rights-watch-media-bias,Center,
Human Rights Campaign,/news-source/human-rights-campaign-media-bias,Left,
Idaho Press,/news-source/idaho-press-media-bias,Center,
Hyria Stuart,/news-source/hyria-stuart-media-bias,Lean Left,
Idaho Statesman,/news-source/idaho-statesman-media-bias,Center,
Idaho State Journal,/news-source/idaho-state-journal-media-bias,Center,
Inacow,/news-source/inacow,Right,4.0
In This Together,/news-source/together-media-bias,Center,
Independent Institute,/news-source/independent-institute,Lean Right,
IncentFit,/news-source/incentfit-media-bias,Center,
Independent Record,/news-source/independent-record-media-bias,Center,
Independent Journal Review,/news-source/independent-journal-review,Lean Right,1.8
Indianapolis Star,/news-source/indianapolis-star-media-bias,Center,
Indiana Daily Student,/news-source/indiana-daily-student,Center,
Indy Week,/news-source/indy-week,Lean Left,-2.0
Indy Online,/news-source/indy-online,Center,
InfoWars,/news-source/infowars,Right,5.0
IndyStar,/news-source/indystar-media-bias,Center,
Inside Higher Ed,/news-source/inside-higher-ed-media-bias,Lean Left,-2.0
Inland Valley Daily Bulletin,/news-source/inland-valley-daily-bulletin-media-bias,Center,
Insider,/news-source/insider-media-bias,Lean Left,-2.6
Inside Philanthropy,/news-source/inside-philanthropy,Center,
Intellectual Conservative,/news-source/intellectual-conservative,Lean Right,2.0
Institute for Cultural Evolution,/news-source/institute-cultural-evolution-media-bias,Center,
Investopedia,/news-source/investopedia-media-bias,Center,
International Business Times,/news-source/international-business-times,Center,
Investopedia,/news-source/investopedia-media-bias,Center,
Investor's Business Daily,/news-source/investors-business-daily,Lean Right,2.0
Iowa Capital Dispatch,/news-source/iowa-capital-dispatch-media-bias,Center,
Investor's Business Daily,/news-source/investors-business-daily,Lean Right,2.0
Isaac Schorr,/news-source/isaac-schorr-media-bias,Lean Right,
Ipsos,/news-source/ipsos-media-bias,Center,
Issue One,/news-source/issue-one-media-bias,Center,
Isaiah Anthony,/news-source/isaiah-anthony-media-bias,Center,
Jack Ohman (cartoonist),/news-source/jack-ohman-cartoonist,Left,
IVN,/news-source/ivn,Center,
Jack Welch,/news-source/jack-welch,Lean Right,
Jack Shafer,/news-source/jack-shafer-media-bias,Center,
Jackson Lanzer,/news-source/jackson-lanzer-media-bias,Center,
Jackson Hole News&Guide,/news-source/jackson-hole-newsguide-media-bias,Center,
Jacobin,/news-source/jacobin-media-bias,Left,-4.0
Jacob Hess,/news-source/jacob-hess-media-bias,Right,
James Bovard,/news-source/james-bovard-media-bias,Lean Right,
Jamelle Bouie,/news-source/jamelle-bouie-media-bias,Left,
James Downie,/news-source/james-downie-media-bias,Left,
James Coan,/news-source/james-coan-media-bias,Center,
James Mattis,/news-source/james-mattis-media-bias,Center,
James Hohmann,/news-source/james-hohmann,Lean Right,
James Poulos,/news-source/james-poulos,Right,
James Pethokoukis,/news-source/james-pethokoukis,Lean Right,
Jared McKiernan,/news-source/jared-mckiernan-media-bias,Center,
Jamestown Press,/news-source/jamestown-press-media-bias,Center,
Jed Shugerman,/news-source/jed-shugerman-media-bias,Lean Left,
Jason L Riley,/news-source/jason-l-riley-media-bias,Lean Right,
Jeff Flake,/news-source/jeff-flake-media-bias,Lean Right,
Jeff Danziger (cartoonist),/news-source/jeff-danziger-cartoonist,Left,
Jeff Spross,/news-source/jeff-spross-media-bias,Left,
Jeff Jacoby,/news-source/jeff-jacoby,Right,
Jefferson City News Tribune,/news-source/jefferson-city-news-tribune-media-bias,Center,
Jeff Stahler (cartoonist),/news-source/jeff-stahler-cartoonist,Left,
Jeffrey Blehar,/news-source/jeffrey-blehar-media-bias,Lean Right,
Jefferson Public Radio,/news-source/jefferson-public-radio-media-bias,Center,
Jennifer Auer,/news-source/jennifer-auer-media-bias,Center,
Jen Sorensen (cartoonist),/news-source/jen-sorensen-cartoonist,Left,
Jeremy E Sherman,/news-source/jeremy-e-sherman-media-bias,Lean Left,
Jennifer Rubin,/news-source/jennifer-rubin,Lean Left,
Jeremy Stahl,/news-source/jeremy-stahl-media-bias,Left,
Jeremy Garson,/news-source/jeremy-garson-media-bias,Lean Left,
Jerry Bowyer,/news-source/jerry-bowyer,Right,
Jerome Adams,/news-source/jerome-adams-media-bias,Center,
Jesse Lee Peterson,/news-source/jesse-lee-peterson-media-bias,Right,
Jerry Holbert (cartoonist),/news-source/jerry-holbert-cartoonist,Right,
Jessica Hardin,/news-source/jessica-hardin-media-bias,Center,
Jessica Carpenter,/news-source/jess-carpenter-media-bias,Center,
Jezebel,/news-source/jezebel-media-bias,Left,-4.0
Jewish Insider,/news-source/jewish-insider-media-bias,Center,
Jim Geraghty,/news-source/jim-geraghty-media-bias,Lean Right,
Jill Lawrence,/news-source/jill-lawrence-media-bias,Lean Left,
Jim Geraghty,/news-source/jim-geraghty-media-bias,Lean Right,
Jim Morin (cartoonist),/news-source/jim-morin-cartoonist,Left,
Jim Obergefell,/news-source/jim-obergefell-media-bias,Lean Left,
Jim Morin (cartoonist),/news-source/jim-morin-cartoonist,Left,
Joan Blades,/news-source/joan-blades,Left,
Jim Rutenberg,/news-source/jim-rutenberg,Lean Left,
Joe Rogan,/news-source/joe-rogan-media-bias,Center,
Joan Walsh,/news-source/joan-walsh-media-bias,Left,
Joel Osteen,/news-source/joel-osteen-media-bias,Center,
Joe Scarborough,/news-source/joe-scarborough,Lean Right,
JoeMyGod,/news-source/joemygod-media-bias,Left,-4.0
Joel Pett (cartoonist),/news-source/joel-pett-cartoonist,Left,
John Bolton,/news-source/john-bolton-media-bias,Lean Right,
John Boehner,/news-source/john-boehner,Right,
John Fund,/news-source/john-fund,Lean Right,
John Deering (cartoonist),/news-source/john-deering-cartoonist,Center,
John Gallagher,/news-source/john-gallagher-media-bias,Lean Left,
"John Gable, AllSides Co-founder",/news-source/john-gable,Lean Right,
John Lewis,/news-source/john-lewis-media-bias,Lean Left,
John K. Herr,/news-source/john-k-herr,Lean Right,
John Nichols,/news-source/john-nichols-media-bias,Left,
John Logan,/news-source/john-logan-media-bias,Lean Left,
John Pudner,/news-source/john-pudner,Right,
John Podhoretz,/news-source/john-podhoretz-media-bias,Right,
John Stossel,/news-source/john-stossel,Lean Right,
John R. Wood Jr.,/news-source/john-r-wood-jr-media-bias,Center,
Johnny Harris,/news-source/johnny-harris-media-bias,Lean Left,
Johnathon Held,/news-source/johnathon-held-media-bias,Lean Right,
Jon Terbush,/news-source/jon-terbush,Lean Left,
Jon Lovett,/news-source/jon-lovett-media-bias,Left,
Jonathan Bernstein,/news-source/jonathan-bernstein-media-bias,Center,
Jonah Goldberg,/news-source/jonah-goldberg-media-bias,Right,
Jonathan Haidt,/news-source/jonathan-haidt-media-bias,Center,
Jonathan Chait,/news-source/jonathan-chait,Left,
Jonathan Turley,/news-source/jonathan-turley-media-bias,Lean Right,
Jonathan Miller,/news-source/jonathan-miller,Left,
Joseph Curl,/news-source/joseph-curl-media-bias,Right,
Jordan Weissmann,/news-source/jordan-weissmann-media-bias,Left,
Journalist's Resource,/news-source/journalists-resource,Center,
Joseph Ratliff,/news-source/joseph-ratliff-media-bias,Lean Left,
Jreg (Youtuber),/news-source/jreg-youtuber-media-bias,Center,
Joyce Meyer,/news-source/joyce-meyer-media-bias,Center,
JSTOR Daily,/news-source/jstor-daily-media-bias,Center,
JRL Charts,/news-source/jrl-charts-media-bias,Left,-4.0
Jubilee Media,/news-source/jubilee-media-bias,Center,-1.2
Juan Williams,/news-source/juan-williams,Lean Left,
Judson Berger,/news-source/judson-berger-media-bias,Lean Right,
Judicial Watch,/news-source/judicial-watch,Lean Right,2.0
Julian Zelizer,/news-source/julian-zelizer,Lean Left,
Judy Sheindlin,/news-source/judy-sheindlin-media-bias,Center,
Just Facts,/news-source/just-facts-media-bias,Center,
Julie Mastrine,/news-source/julie-mastrine-media-bias,Lean Right,
Just Facts,/news-source/just-facts-media-bias,Center,
Just Security,/news-source/just-security-media-bias,Center,
Just The News,/news-source/just-news-media-bias,Center,
Just Security,/news-source/just-security-media-bias,Center,
KALW.org,/news-source/kalworg-media-bias,Center,
Kaiser Family Foundation,/news-source/kaiser-family-foundation-media-bias,Center,
Kansas Reflector,/news-source/kansas-reflector-media-bias,Left,
Kane County Chronicle,/news-source/kane-county-chronicle-media-bias,Center,
Karen E. Young,/news-source/karen-e-young-media-bias,Center,
KARE11,/news-source/kare11-media-bias,Center,
Karl Rove,/news-source/karl-rove-media-bias,Lean Right,
KARK 4 News,/news-source/kark-4-news-media-bias,Lean Left,-2.0
Katie Hill,/news-source/katie-hill-media-bias,Lean Left,
Kathleen Parker,/news-source/kathleen-parker,Lean Right,
Katrina vanden Heuvel,/news-source/katrina-vanden-heuvel-media-bias,Left,
Katie Hyten,/news-source/katie-hyten-media-bias,Center,
Kearney Hub,/news-source/kearney-hub-media-bias,Center,
KATU,/news-source/katu-media-bias,Center,
Kelly Murphy,/news-source/kelly-murphy-media-bias,Lean Left,
Keeping it Right,/news-source/keeping-it-right-media-bias,Right,4.0
Kennebec Journal,/news-source/kennebec-journal-media-bias,Center,
Ken Catalino (cartoonist),/news-source/ken-catalino-cartoonist,Right,
Kent County Daily Times,/news-source/kent-county-daily-times-media-bias,Center,
Kenosha News,/news-source/kenosha-news-media-bias,Center,
Kentucky Gazette,/news-source/kentucky-gazette-media-bias,Center,
Kent Island Bay Times,/news-source/kent-island-bay-times-media-bias,Center,
Kevin Kallaugher (cartoonist),/news-source/kevin-kallaugher-cartoonist,Lean Left,
Kevin D. Williamson,/news-source/kevin-d-williamson-media-bias,Lean Right,
Kilgore News Herald,/news-source/kilgore-news-herald-media-bias,Center,
Kevin McLaughlin,/news-source/kevin-mclaughlin-media-bias,Lean Right,
Kingsport Times-News,/news-source/kingsport-times-news-media-bias,Center,
Kimberley A. Strassel,/news-source/kimberley-strassel,Right,
Knoxville News Sentinel,/news-source/knoxville-news-sentinel-media-bias,Center,
Kirsten Powers,/news-source/kirsten-powers-media-bias,Lean Left,
KQED,/news-source/kqed,Center,
KNSI Radio,/news-source/knsi-radio-media-bias,Center,
Kristin Shiuey,/news-source/kristin-shiuey-media-bias,Center,
Kristin Hansen,/news-source/kristin-hansen-media-bias,Lean Left,
KSL,/news-source/ksl,Right,4.0
Krystal Woodworth,/news-source/krystal-woodworth-media-bias,Center,
KTOO,/news-source/ktoo-media-bias,Center,
KSTP,/news-source/kstp-media-bias,Center,
KVRR,/news-source/kvrr-media-bias,Center,
KTTC News,/news-source/kttc-news-media-bias,Center,
KWCH,/news-source/kwch-media-bias,Center,
Kwame Raoul,/news-source/kwame-raoul-media-bias,Lean Left,
La Crosse Tribune,/news-source/la-crosse-tribune-media-bias,Center,
Kyle Smith,/news-source/kyle-smith-media-bias,Lean Right,
Lalo Alcaraz (cartoonist),/news-source/lalo-alcaraz-cartoonist,Left,
LA Sentinel,/news-source/la-sentinel-media-bias,Left,-4.0
Laramie Boomerang,/news-source/laramie-boomerang-media-bias,Center,
Lanhee Chen,/news-source/lanhee-chen,Right,
Laramie Boomerang,/news-source/laramie-boomerang-media-bias,Center,
Laredo Morning Times,/news-source/laredo-morning-times-media-bias,Lean Left,-2.0
Las Cruces Sun-News,/news-source/las-cruces-sun-news-media-bias,Center,
Laredo Morning Times,/news-source/laredo-morning-times-media-bias,Lean Left,-2.0
Las Vegas Sun,/news-source/las-vegas-sun,Lean Left,-2.0
Las Vegas Review-Journal,/news-source/las-vegas-review-journal-media-bias,Center,
Laura Rose Junco,/news-source/laura-rose-junco-media-bias,Center,
Latino Rebels,/news-source/latino-rebels-media-bias,Left,-4.0
Laurie Roberts,/news-source/laurie-roberts-media-bias,Lean Left,
Lauren Duca,/news-source/lauren-duca,Left,
Lawfare,/news-source/lawfare-media-bias,Center,
Law & Crime,/news-source/law-crime-media-bias,Center,
Lead Stories,/news-source/lead-stories-media-bias,Lean Left,
Lawton Constitution,/news-source/lawton-constitution-media-bias,Center,
Leadership Now Project,/news-source/leadership-now-project-media-bias,Center,
Leader-Telegram,/news-source/leader-telegram-media-bias,Center,
Leana Wen,/news-source/leana-wen-media-bias,Lean Left,
Leafly,/news-source/leafly-media-bias,Left,-4.0
Left Guest Commentaries,/news-source/left-guest-commentaries,Left,
Leesburg Today,/news-source/leesburg-today,Lean Right,2.0
Leonard Pitts Jr,/news-source/leonard-pitts-jr,Left,
Leo Necheles,/news-source/leo-necheles-media-bias,Center,
Lexington Herald-Leader,/news-source/lexington-herald-leader,Center,
Lewiston Tribune,/news-source/lewiston-tribune-media-bias,Center,
Life After Hate,/news-source/life-after-hate-media-bias,Lean Left,
LGBTQ Nation,/news-source/lgbtq-nation-media-bias,Left,-4.0
Lisa Benson (cartoonist),/news-source/lisa-benson-cartoonist,Right,
Lifehacker,/news-source/lifehacker,Center,
Live Action News,/news-source/live-action-news,Lean Right,2.0
Lisa Gable,/news-source/lisa-gable-media-bias,Right,
Living Lutheran,/news-source/living-lutheran-media-bias,Center,
Live Science,/news-source/live-science-media-bias,Center,
Logan Banner,/news-source/logan-banner-media-bias,Center,
Log Cabin,/news-source/log-cabin-media-bias,Right,4.0
Longmont Times-Call,/news-source/longmont-times-call,Lean Left,-2.0
Long Beach Press-Telegram,/news-source/long-beach-press-telegram-media-bias,Center,
Los Angeles Times,/news-source/los-angeles-times-bias,Lean Left,-2.0
Los Angeles Daily News,/news-source/los-angeles-daily-news-media-bias,Center,
Lucas Grindley,/news-source/lucas-grindley-media-bias,Lean Left,
Lovell Chronicle,/news-source/lovell-chronicle-media-bias,Center,
Luke Winkie,/news-source/luke-winkie-media-bias,Left,
Lucy Pinto,/news-source/lucy-pinto-media-bias,Lean Left,
Maine Beacon,/news-source/maine-beacon-media-bias,Lean Left,-2.0
Madeleine Albright,/news-source/madeleine-albright-media-bias,Lean Left,
Manhattan Institute,/news-source/manhattan-institute,Lean Right,
Malala Yousafzai,/news-source/malala-yousafzai-media-bias,Center,
Marc A. Thiessen,/news-source/marc-thiessen,Right,
Mankato Free Press,/news-source/mankato-free-press-media-bias,Lean Left,-2.0
Marc Lamont Hill,/news-source/marc-lamont-hill-media-bias,Left,
Marc Joffe,/news-source/marc-joffe-media-bias,Lean Right,
Marcia Beckford,/news-source/marcia-beckford-media-bias,Lean Left,
Marc Schulman,/news-source/marc-schulman-media-bias,Center,
Marcia Beckford,/news-source/marcia-beckford-media-bias,Lean Left,
Mariannette Miller-Meeks,/news-source/mariannette-miller-meeks-media-bias,Lean Right,
Marijuana Moment,/news-source/marijuana-moment-media-bias,Lean Left,-2.0
Mariannette Miller-Meeks,/news-source/mariannette-miller-meeks-media-bias,Lean Right,
Mark Begich,/news-source/mark-begich,Left,
Mario Nicolais,/news-source/mario-nicolais-media-bias,Lean Right,
Mark Hertsgaard,/news-source/mark-hertsgaard-media-bias,Lean Left,
Mark Gerzon,/news-source/mark-gerzon,Center,
Mark Morford,/news-source/morford-mark,Left,
Mark Mix,/news-source/mark-mix,Right,
Mark Whitaker,/news-source/mark-whitaker-media-bias,Lean Left,
Mark Weaver,/news-source/mark-weaver-media-bias,Lean Right,
Marshall Ramsey (cartoonist),/news-source/marshall-ramsey-cartoonist,Center,
MarketWatch,/news-source/marketwatch-media-bias,Center,-0.3
Mary O'Grady,/news-source/mary-ogrady,Right,
Martin Luther King III,/news-source/martin-luther-king-iii-media-bias,Lean Left,
Masih Alinejad,/news-source/masih-alinejad-media-bias,Center,
Mashable,/news-source/mashable,Left,-4.0
Matt Bors (cartoonist),/news-source/matt-bors-cartoonist,Left,
MassLive.com,/news-source/masslivecom-media-bias,Lean Left,-2.0
Matt Davies (cartoonist),/news-source/matt-davies-cartoonist,Left,
Matt Byrne,/news-source/matt-byrne-media-bias,Center,
Matt Lewis,/news-source/matt-lewis-media-bias,Center,
Matt Drudge,/news-source/matt-drudge,Right,
Matt Towery,/news-source/matt-towery,Lean Right,
Matt Taibbi,/news-source/matt-taibbi-media-bias,Center,
Matt Wuerker (cartoonist),/news-source/matt-wuerker-cartoonist,Left,
Matt Welch,/news-source/matt-welch,Lean Right,
Matthew Walther,/news-source/matthew-walther-media-bias,Lean Right,
Matthew McConaughey,/news-source/matthew-mcconaughey-media-bias,Center,
Maureen Callahan,/news-source/maureen-callahan-media-bias,Lean Right,
Matthew Yglesias,/news-source/matthew-yglesias-media-bias,Lean Left,
Max Boot,/news-source/max-boot-media-bias,Left,
Maureen Dowd,/news-source/maureen-dowd,Center,
McClatchyDC,/news-source/mcclatchydc-media-bias,Center,
Max Karlin,/news-source/max-karlin-media-bias,Lean Right,
Meade County Messenger,/news-source/meade-county-messenger-media-bias,Center,
McKenzie County Farmer,/news-source/mckenzie-county-farmer-media-bias,Center,
Media Matters,/news-source/media-matters-bias,Left,-4.5
Meaws,/news-source/meaws-media-bias,Lean Left,-2.0
Media Village,/news-source/media-village-media-bias,Center,
Media Research Center,/news-source/media-research-center,Right,4.3
Mercatus Center,/news-source/mercatus-center-media-bias,Lean Right,
Mediaite,/news-source/mediaite-bias,Lean Left,-2.0
Merrick Garland,/news-source/merrick-garland-media-bias,Lean Left,
Meridian Magazine,/news-source/meridian-magazine-media-bias,Lean Right,2.0
Mexico Daily Post,/news-source/mexico-daily-post-media-bias,Center,
Metro Weekly,/news-source/metro-weekly-media-bias,Left,-2.0
Miami Herald,/news-source/miami-herald,Lean Left,-2.0
Mexico News Daily,/news-source/mexico-news-daily-media-bias,Center,
Michael A. Cohen,/news-source/michael-cohen-media-bias,Lean Left,
Micaela Ricaforte,/news-source/micaela-ricaforte-media-bias,Center,
Michael A. Cohen,/news-source/michael-cohen-media-bias,Lean Left,
Michael Arceneaux,/news-source/michael-arceneaux-media-bias,Left,
Michael Barone,/news-source/michael-barone,Lean Right,
Michael Arceneaux,/news-source/michael-arceneaux-media-bias,Left,
Michael Gerson,/news-source/michael-gerson,Lean Right,
Michael Brendan Dougherty,/news-source/michael-brendan-dougherty,Lean Right,
Michael Graham,/news-source/michael-graham-media-bias,Right,
Michael Goodwin,/news-source/michael-goodwin,Right,
Michael Medved,/news-source/michael-medved,Right,
Michael Kinsley,/news-source/michael-kinsley,Left,
Michael Strong,/news-source/michael-strong-media-bias,Lean Right,
Michael Ramirez (cartoonist),/news-source/michael-ramirez-cartoonist,Right,
Michelle Alexander,/news-source/michelle-alexander-media-bias,Lean Left,
Michael Tauberg,/news-source/michael-tauberg-media-bias,Center,
Michelle Malkin,/news-source/michelle-malkin,Right,
Michelle Goldberg,/news-source/michelle-goldberg-media-bias,Left,
Michigan Daily,/news-source/michigan-daily,Lean Left,-2.0
MichelleMalkin.com,/news-source/michellemalkincom,Right,4.0
Migration Policy Institute,/news-source/migration-policy-institute-media-bias,Center,
MidWeek,/news-source/midweek-media-bias,Center,
Mike Lester (cartoonist),/news-source/mike-lester-cartoonist,Right,
Mike Huckabee,/news-source/mike-huckabee-media-bias,Lean Right,
Mike Pence,/news-source/mike-pence-media-bias,Right,
Mike Luckovich (cartoonist),/news-source/mike-luckovich-cartoonist,Left,
Military Times,/news-source/military-times-media-bias,Center,
Mike Thompson (cartoonist),/news-source/mike-thompson-cartoonist,Center,
Milwaukee Journal Sentinel,/news-source/milwaukee-journal-sentinel-media-bias,Center,
Millennial Action Project,/news-source/millennial-action-project-media-bias,Center,
Minnesota Native News,/news-source/minnesota-native-news-media-bias,Center,
Minnesota Lawyer,/news-source/minnesota-lawyer-media-bias,Center,
Minnesota Public Radio,/news-source/minnesota-public-radio-media-bias,Center,
Minnesota News Network,/news-source/minnesota-news-network-media-bias,Center,
Minnesota Spokesman Reporter,/news-source/minnesota-spokesman-reporter-media-bias,Center,
Minnesota Reformer,/news-source/minnesota-reformer-media-bias,Left,-4.0
MinnPost,/news-source/minnpost-media-bias,Center,
MinnPost,/news-source/minnpost-media-bias-0,Center,
Mises Institute,/news-source/mises-institute-media-bias,Lean Right,
Miranda Devine,/news-source/miranda-devine-media-bias,Right,
Mismatch.org,/news-source/mismatchorg-media-bias,Mixed,
Misinformation Review,/news-source/misinformation-review-media-bias,Center,
Mississippi Today,/news-source/mississippi-today-media-bias,Center,
Mississippi Free Press,/news-source/mississippi-free-press-media-bias,Lean Left,
MIT News,/news-source/mit-news,Center,
Missoulian,/news-source/missoulian-media-bias,Center,
MLive.com,/news-source/mlive-media-bias,Center,
Mitú,/news-source/mit-media-bias,Left,-4.0
"Moníca Guzman, Braver Angels",/news-source/mon-ca-guzman-braver-angels-media-bias,Lean Left,
Monadnock Ledger-Transcript,/news-source/monadnock-ledger-transcript-media-bias,Center,
Montana Free Press,/news-source/montana-free-press-media-bias,Center,
Monica Hesse,/news-source/monica-hesse-media-bias,Lean Left,
Morgan Jacobsen,/news-source/morgan-jacobsen,Center,
More in Common,/news-source/more-common-media-bias,Center,
Morgan Jacobsen,/news-source/morgan-jacobsen,Center,
Morgan Messenger,/news-source/morgan-messenger-media-bias,Center,
Morning Brew,/news-source/morning-brew-media-bias,Lean Left,
Morgan Messenger,/news-source/morgan-messenger-media-bias,Center,
Mountain State Spotlight,/news-source/mountain-state-spotlight-media-bias,Center,
Mother Jones,/news-source/mother-jones-bias,Left,-4.0
MTV News Online,/news-source/mtv-news-online-media-bias,Lean Left,-2.0
MSNBC,/news-source/msnbc,Left,-4.0
Multiple Writers - Lean Left,/news-source/multiple-writers-lean-left-media-bias,Lean Left,
Multiple Writers - Center,/news-source/multiple-writers-center-media-bias,Center,
Multiple Writers - Left,/news-source/multiple-writers-left-media-bias,Left,
Multiple Writers - Lean Right,/news-source/multiple-writers-lean-right-media-bias,Lean Right,
Multiple Writers - Right,/news-source/multiple-writers-right-media-bias,Right,
Multiple Writers - Mixed,/news-source/multiple-writers-media-bias,Mixed,
NAACP,/news-source/naacp-media-bias,Lean Left,
Muscatine Journal,/news-source/muscatine-journal,Center,
National Catholic Register,/news-source/national-catholic-register-media-bias,Right,4.0
Naples Daily News,/news-source/naples-daily-news-media-bias,Center,
National Conference of State Legislatures,/news-source/national-conference-state-legislatures-media-bias,Center,
National Committee to Preserve Social Security and Medicare,/news-source/national-committee-preserve-social-security-and-medicare,Left,
National Federation of Independent Business,/news-source/national-federation-independent-business-media-bias,Lean Right,
National Constitution Center,/news-source/national-constitution-center-media-bias,Center,
National Institute for Civil Discourse,/news-source/national-institute-civil-discourse-media-bias,Center,
National Geographic,/news-source/national-geographic-media-bias,Center,
National Journal,/news-source/national-journal,Center,
National Interest,/news-source/national-interest,Center,
National Review,/news-source/national-review,Right,3.7
National Post,/news-source/national-post-media-bias,Lean Right,2.0
